,User,Date,Tweet,Positive,Negative,Neutral,Tweets Ago,Compound
0,BBC,Sat Jun 09 20:04:00 +0000 2018,"Would you describe yourself as a feminist?
#HearHer https://t.co/RZh8XfEria",0.0,1.0,0.0,1,0.0
1,BBC,Sat Jun 09 19:02:05 +0000 2018,"What is it like being Germaine Greer? This observational documentary spends time with her and finds out.

Germaine… https://t.co/YauZn2kit4",0.122,0.878,0.0,2,0.3612
2,BBC,Sat Jun 09 18:04:03 +0000 2018,"The cast of @QueerEye brought a bag of goodies along to @BBCR1's #BiggestWeekend 😍🎁

Here's what @tanfrance,… https://t.co/c82OxTDXfI",0.0,1.0,0.0,3,0.0
3,BBC,Sat Jun 09 17:01:05 +0000 2018,"One hundred years after some women won the right to vote, @ScarlettMoffatt tells the story of the suffragettes. https://t.co/B8gr3KbzkJ",0.171,0.829,0.0,4,0.5719
4,BBC,Sat Jun 09 16:04:03 +0000 2018,"A year on from the Grenfell Tower fire, Sean and his charity have been supporting children affected by the tragedy,… https://t.co/GXtypl36BW",0.222,0.623,0.156,5,0.4019
5,BBC,Sat Jun 09 15:02:02 +0000 2018,One shocking day of sexual violence from the police altered the suffragettes' political strategy forever.… https://t.co/O1pfqAhXLa,0.0,0.673,0.327,6,-0.7783
6,BBC,Sat Jun 09 14:04:02 +0000 2018,❤️️ This is what love looks like. https://t.co/Qle1eoBU5x,0.528,0.472,0.0,7,0.7717
7,BBC,Sat Jun 09 13:24:03 +0000 2018,"😆 @ChanningTatum and @UsainBolt have all the moves.  
#TheGNShow https://t.co/ry6TVJ6b6P",0.0,1.0,0.0,8,0.0
8,BBC,Sat Jun 09 13:03:06 +0000 2018,"Fifty nations are now taking action to reduce plastic pollution, according to the biggest report so far from the… https://t.co/cz3KvhuKb4",0.0,1.0,0.0,9,0.0
9,BBC,Sat Jun 09 12:23:25 +0000 2018,RT @BBCNews: The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's official birthd…,0.0,1.0,0.0,10,0.0
10,BBC,Sat Jun 09 12:03:00 +0000 2018,Your friend that likes gin will LOVE this. #TopOfTheShop 😍 #WorldGinDay https://t.co/0y9sqjluRF,0.577,0.423,0.0,11,0.8986
11,BBC,Sat Jun 09 11:10:52 +0000 2018,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,0.0,1.0,0.0,12,0.0
12,BBC,Sat Jun 09 11:04:08 +0000 2018,"😂 Fashion sense v common sense: the battle rages on.

Is the 'fanny pack shoe' an ugly fashion step too far?
👉… https://t.co/WJ11O2gJxE",0.0,0.667,0.333,13,-0.8402
13,BBC,Sat Jun 09 10:10:06 +0000 2018,"As football fans across the globe look forward to #Russia2018, @mrdanwalker looks back at England's World Cup-winni… https://t.co/3w7JJV7JwI",0.0,1.0,0.0,14,0.0
14,BBC,Sat Jun 09 10:09:40 +0000 2018,"RT @bbcstories: Ever wondered why alcohol can seem to solve all our problems, but ends up making them even worse? This doctor’s explanation…",0.051,0.73,0.219,15,-0.6808
15,BBC,Sat Jun 09 08:55:42 +0000 2018,"RT @BBCBreakfast: Yep, this is real... Russian hosts are being taught how to smile to make visitors feel welcome to the World Cup. 😁
#BBCWo…",0.268,0.732,0.0,16,0.7717
16,BBC,Sat Jun 09 08:54:21 +0000 2018,"RT @bbcrb: Just amazing.
The WHOLE community was invited to this Iftar meal. THOUSANDS turned up! 🙌🙌 https://t.co/WAOYvHIbx3",0.194,0.806,0.0,17,0.6239
17,BBC,Sat Jun 09 08:53:14 +0000 2018,RT @bbccomedy: Dame Emma Thompson! ❤️ #QueensBirthdayHonours https://t.co/sGDU1GC3SU,0.0,1.0,0.0,18,0.0
18,BBC,Sat Jun 09 08:52:54 +0000 2018,"RT @BBC6Music: Which riffs do you wish you had written?

🤘 @st_vincent had some brilliant suggestions when she took over our Instagram toda…",0.245,0.755,0.0,19,0.7579
19,BBC,Sat Jun 09 08:52:46 +0000 2018,RT @BBCArtsPR: Our very own @wmarybeard has received a damehood in the Queen's birthday honours list - congratulations Mary! @bbcarts @BBCF…,0.303,0.697,0.0,20,0.8122
20,BBC,Sat Jun 09 20:04:00 +0000 2018,"Would you describe yourself as a feminist?
#HearHer https://t.co/RZh8XfEria",0.0,1.0,0.0,21,0.0
21,BBC,Sat Jun 09 19:02:05 +0000 2018,"What is it like being Germaine Greer? This observational documentary spends time with her and finds out.

Germaine… https://t.co/YauZn2kit4",0.122,0.878,0.0,22,0.3612
22,BBC,Sat Jun 09 18:04:03 +0000 2018,"The cast of @QueerEye brought a bag of goodies along to @BBCR1's #BiggestWeekend 😍🎁

Here's what @tanfrance,… https://t.co/c82OxTDXfI",0.0,1.0,0.0,23,0.0
23,BBC,Sat Jun 09 17:01:05 +0000 2018,"One hundred years after some women won the right to vote, @ScarlettMoffatt tells the story of the suffragettes. https://t.co/B8gr3KbzkJ",0.171,0.829,0.0,24,0.5719
24,BBC,Sat Jun 09 16:04:03 +0000 2018,"A year on from the Grenfell Tower fire, Sean and his charity have been supporting children affected by the tragedy,… https://t.co/GXtypl36BW",0.222,0.623,0.156,25,0.4019
25,BBC,Sat Jun 09 15:02:02 +0000 2018,One shocking day of sexual violence from the police altered the suffragettes' political strategy forever.… https://t.co/O1pfqAhXLa,0.0,0.673,0.327,26,-0.7783
26,BBC,Sat Jun 09 14:04:02 +0000 2018,❤️️ This is what love looks like. https://t.co/Qle1eoBU5x,0.528,0.472,0.0,27,0.7717
27,BBC,Sat Jun 09 13:24:03 +0000 2018,"😆 @ChanningTatum and @UsainBolt have all the moves.  
#TheGNShow https://t.co/ry6TVJ6b6P",0.0,1.0,0.0,28,0.0
28,BBC,Sat Jun 09 13:03:06 +0000 2018,"Fifty nations are now taking action to reduce plastic pollution, according to the biggest report so far from the… https://t.co/cz3KvhuKb4",0.0,1.0,0.0,29,0.0
29,BBC,Sat Jun 09 12:23:25 +0000 2018,RT @BBCNews: The Royal family watch the RAF flypast from Buckingham Palace. 23 aircraft are taking part to mark the Queen's official birthd…,0.0,1.0,0.0,30,0.0
30,BBC,Sat Jun 09 12:03:00 +0000 2018,Your friend that likes gin will LOVE this. #TopOfTheShop 😍 #WorldGinDay https://t.co/0y9sqjluRF,0.577,0.423,0.0,31,0.8986
31,BBC,Sat Jun 09 11:10:52 +0000 2018,RT @BBCNews: The Trooping the Colour parade which marks the Queen's official birthday is underway in London. The Queen and Duke and Duchess…,0.0,1.0,0.0,32,0.0
32,BBC,Sat Jun 09 11:04:08 +0000 2018,"😂 Fashion sense v common sense: the battle rages on.

Is the 'fanny pack shoe' an ugly fashion step too far?
👉… https://t.co/WJ11O2gJxE",0.0,0.667,0.333,33,-0.8402
33,BBC,Sat Jun 09 10:10:06 +0000 2018,"As football fans across the globe look forward to #Russia2018, @mrdanwalker looks back at England's World Cup-winni… https://t.co/3w7JJV7JwI",0.0,1.0,0.0,34,0.0
34,BBC,Sat Jun 09 10:09:40 +0000 2018,"RT @bbcstories: Ever wondered why alcohol can seem to solve all our problems, but ends up making them even worse? This doctor’s explanation…",0.051,0.73,0.219,35,-0.6808
35,BBC,Sat Jun 09 08:55:42 +0000 2018,"RT @BBCBreakfast: Yep, this is real... Russian hosts are being taught how to smile to make visitors feel welcome to the World Cup. 😁
#BBCWo…",0.268,0.732,0.0,36,0.7717
36,BBC,Sat Jun 09 08:54:21 +0000 2018,"RT @bbcrb: Just amazing.
The WHOLE community was invited to this Iftar meal. THOUSANDS turned up! 🙌🙌 https://t.co/WAOYvHIbx3",0.194,0.806,0.0,37,0.6239
37,BBC,Sat Jun 09 08:53:14 +0000 2018,RT @bbccomedy: Dame Emma Thompson! ❤️ #QueensBirthdayHonours https://t.co/sGDU1GC3SU,0.0,1.0,0.0,38,0.0
38,BBC,Sat Jun 09 08:52:54 +0000 2018,"RT @BBC6Music: Which riffs do you wish you had written?

🤘 @st_vincent had some brilliant suggestions when she took over our Instagram toda…",0.245,0.755,0.0,39,0.7579
39,BBC,Sat Jun 09 08:52:46 +0000 2018,RT @BBCArtsPR: Our very own @wmarybeard has received a damehood in the Queen's birthday honours list - congratulations Mary! @bbcarts @BBCF…,0.303,0.697,0.0,40,0.8122
40,BBC,Sat Jun 09 08:52:33 +0000 2018,RT @bbcarts: Women across Britain raise banners for suffrage &amp; what it means to be a C21st woman. See selection of brilliant banners prior…,0.147,0.853,0.0,41,0.5859
41,BBC,Sat Jun 09 08:50:01 +0000 2018,"RT @BBCEngland: Britain's longest-serving poppy seller, 103-year-old Rosemary Powell, has been appointed an MBE in the Queen's birthday hon…",0.0,1.0,0.0,42,0.0
42,BBC,Sat Jun 09 08:32:05 +0000 2018,"🇬🇧 @huwbbc introduces live coverage of the military parade to mark the official birthday of HM the Queen. 

Troopin… https://t.co/y1b6OpOoey",0.0,1.0,0.0,43,0.0
43,BBC,Sat Jun 09 07:28:04 +0000 2018,"The charming and beautiful films of Lotte Reiniger, forgotten pioneer of animation. https://t.co/T2N7eLjHKh",0.393,0.51,0.097,44,0.7783
44,BBC,Fri Jun 08 20:04:03 +0000 2018,"🎶 Tonight, @ArcticMonkeys perform live for @BBCR1 at the legendary Maida Vale studios.

Artic Monkeys Live at the B… https://t.co/l8FI1nOTWY",0.0,1.0,0.0,45,0.0
45,BBC,Fri Jun 08 18:09:05 +0000 2018,💃🕺 Why does dancing with our friends make us feel so good? https://t.co/iokI919nJp,0.383,0.617,0.0,46,0.7809
46,BBC,Fri Jun 08 17:03:04 +0000 2018,🎶🦈🚀🚗 From jazz-loving sharks to @elonmusk shooting his car into space: these are the 7 funniest news stories of the… https://t.co/TN5XaD9I0k,0.159,0.841,0.0,47,0.5574
47,BBC,Fri Jun 08 16:02:00 +0000 2018,Leaving your responsibilities behind on a Friday like... 💁👋 #FridayFeeling @taylorswift13 https://t.co/wvmpzlOSel,0.0,1.0,0.0,48,0.0
48,BBC,Fri Jun 08 13:03:05 +0000 2018,"📺 From drama Succession to the return of @PoldarkTV, here are the TV shows worth watching in June. 
👉… https://t.co/VFdghjNGmK",0.179,0.821,0.0,49,0.4019
49,BBC,Fri Jun 08 12:28:10 +0000 2018,RT @bbcouch: We can announce today that Britain's Got Talent winner @LostVoiceGuy will be hosting our Storytelling Live event at @edfringe!…,0.266,0.734,0.0,50,0.784
50,BBC,Fri Jun 08 12:24:37 +0000 2018,"RT @BBCEarth: We all have a part to play in protecting #OurBluePlanet.
#WorldOceansDay 💙 https://t.co/1TM73iYPmA",0.167,0.833,0.0,51,0.34
51,BBC,Fri Jun 08 12:19:25 +0000 2018,"💔 US celebrity chef and television personality Anthony Bourdain has been found dead in his hotel room, aged 61.
👉… https://t.co/55jBxSrdUS",0.0,0.815,0.185,52,-0.6486
52,BBC,Fri Jun 08 12:04:03 +0000 2018,The unexpected pioneering women of electronic music. https://t.co/ih6gK1Sz0y,0.0,1.0,0.0,53,0.0
53,BBC,Fri Jun 08 11:03:04 +0000 2018,"Forget hygge, a new Nordic lifestyle trend called 'päntsdrunk' is all about drinking in your underwear. 👙🍻… https://t.co/SBTQBZ5E5e",0.0,0.894,0.106,54,-0.2263
54,BBC,Fri Jun 08 10:52:51 +0000 2018,"RT @UKMoments: All-day Friday @BBC6Music will be playing an all-female playlist, spun by an all-woman DJ line up as part of the BBC's #Hear…",0.073,0.927,0.0,55,0.2023
55,BBC,Fri Jun 08 10:50:03 +0000 2018,"Pippa Middleton has confirmed she is expecting her first child with husband James Matthews. 
https://t.co/4SiziX5Tix https://t.co/bFobAI2hBp",0.0,1.0,0.0,56,0.0
56,BBC,Fri Jun 08 09:01:04 +0000 2018,"'If the oceans don't stay healthy, human beings are doomed.' 
#WorldOceansDay https://t.co/5aTLEHZ9Mi",0.0,0.83,0.17,57,-0.3089
57,BBC,Fri Jun 08 08:46:14 +0000 2018,"RT @BBC6Music: This Friday, @St_Vincent takes over our Instagram (https://t.co/ui96YFYsuH) and offers some advice to improve your day. Here…",0.139,0.861,0.0,58,0.4404
58,BBC,Fri Jun 08 08:01:07 +0000 2018,"These ducklings jumping from their nest are absolutely adorable. 🦆🐣❤️️
https://t.co/NlQijnt3hm",0.259,0.741,0.0,59,0.5413
59,BBC,Fri Jun 08 07:29:05 +0000 2018,"🏙 We often think of cities as the least healthy places to live. But what does the research say?
👉… https://t.co/gm4wRIFCQG",0.0,0.894,0.106,60,-0.3089
60,BBC,Fri Jun 08 07:00:18 +0000 2018,"🌊💙 A message from Sir David Attenborough for #WorldOceansDay. 
 https://t.co/778x4RMMRv",0.0,1.0,0.0,61,0.0
61,BBC,Thu Jun 07 19:04:09 +0000 2018,"#OurGirl's Michelle Keegan discovers her great-great-grandmother was a suffragette, fighting for women to get the v… https://t.co/sNDxrleuGi",0.0,0.857,0.143,62,-0.3612
62,BBC,Thu Jun 07 18:00:21 +0000 2018,❤️️ Harry has been wearing a Spider-Man mask during his radiotherapy to give him 'superpowers'. https://t.co/rsyOrCzD7k,0.0,1.0,0.0,63,0.0
63,BBC,Thu Jun 07 16:02:03 +0000 2018,Turns out even Shakespearean acting legends love a good chinwag. https://t.co/0DO0vG4uZg,0.47,0.53,0.0,64,0.7964
64,BBC,Thu Jun 07 15:36:48 +0000 2018,"RT @BBC6Music: 💪 Who do you hope to hear during our all-female #HearHer day from 5am-midnight on Friday?

Backstage in Belfast we asked @fi…",0.116,0.884,0.0,65,0.4404
65,BBC,Thu Jun 07 15:32:24 +0000 2018,This elderly man was struggling slowly across a busy road - but help was at hand! https://t.co/xfCtAOkL6F,0.369,0.544,0.086,66,0.8043
66,BBC,Thu Jun 07 14:04:02 +0000 2018,"🐍 A Texan required 26 doses of anti-venom after he was bitten by the severed head of a rattlesnake he had killed.
👉… https://t.co/zdD1aO7POz",0.0,0.731,0.269,67,-0.7906
67,BBC,Thu Jun 07 13:00:43 +0000 2018,RT @BBC_ARoadshow: 'We did it for all women' - 50 years after they walked out the Dagenham women say the fight for equal pay must go on #An…,0.0,0.862,0.138,68,-0.4588
68,BBC,Thu Jun 07 13:00:26 +0000 2018,"🎞🎬 From the Jurassic World sequel to an Oscar Wilde biopic, these films are worth making a trip to the cinema for t… https://t.co/PODFpM3UOq",0.079,0.921,0.0,69,0.2263
69,BBC,Thu Jun 07 12:01:05 +0000 2018,"👊💕 If you've ever been touched by cancer, Julie's message will be important. 
https://t.co/L7Ebn2c0Ed",0.099,0.659,0.242,70,-0.5574
70,BBC,Thu Jun 07 11:46:22 +0000 2018,"RT @BBCEarth: Are you obsessed with the ocean? 🌊
Do you go wild for whales? 🐋
Want to share your passion for presenting with the world?
Ent…",0.237,0.706,0.057,71,0.6531
71,BBC,Thu Jun 07 11:01:05 +0000 2018,💕🐮 Cow cuddling is the new wellness trend coming to a field near you and it's guaranteed to put you in a good moooo… https://t.co/8DJNABgCFc,0.216,0.784,0.0,72,0.7003
72,BBC,Thu Jun 07 09:37:40 +0000 2018,Little girls don’t stay little forever. https://t.co/3yThJBbcUs,0.0,1.0,0.0,73,0.0
73,BBC,Thu Jun 07 08:01:03 +0000 2018,What it's like to find out you were adopted at age 49. https://t.co/Fl1LZJOMKZ,0.172,0.828,0.0,74,0.3612
74,BBC,Thu Jun 07 07:28:01 +0000 2018,"The original illustrated map of The Hundred Acre Wood is expected to fetch between £100,000 - £150,000 when it goes… https://t.co/FVle3m5MCh",0.108,0.892,0.0,75,0.3182
75,BBC,Thu Jun 07 07:01:05 +0000 2018,❤️🐶 Some heroes don't wear capes - they wear collars. https://t.co/0YF9EdnfL1,0.268,0.732,0.0,76,0.5106
76,BBC,Wed Jun 06 20:44:01 +0000 2018,"Tonight, award-winning writer Jeanette Winterson asks what we can learn from the Suffragette movement of a century… https://t.co/K9P2GuRy7X",0.0,1.0,0.0,77,0.0
77,BBC,Wed Jun 06 20:04:00 +0000 2018,Comedian @JordBrookes joins @SusanCalman for #MrsBrightside - her brand new podcast about mental health from the po… https://t.co/nIvQ5c2NNT,0.14,0.86,0.0,78,0.3818
78,BBC,Wed Jun 06 19:03:03 +0000 2018,"Tonight, #OurGirl actress @michkeegan uncovers some exceptional women on her family tree. 🙋💕

Who Do You Think You… https://t.co/HDwdTyTqIw",0.0,1.0,0.0,79,0.0
79,BBC,Wed Jun 06 18:03:04 +0000 2018,No leaks (and better orgasms) - what you need to know about your pelvic floor. https://t.co/m8pGrbm71M,0.16,0.718,0.122,80,0.1779
80,BBC,Wed Jun 06 17:02:09 +0000 2018,"74 years on from D-Day, these infrared photos show WW2 bunkers in new light. 📷 
https://t.co/Dn2XKQ5jtZ https://t.co/Rqm91pIfj4",0.0,1.0,0.0,81,0.0
81,BBC,Wed Jun 06 16:00:01 +0000 2018,"There are more than 110,000 gang members in Honduras and they're tearing the country apart. https://t.co/ZF9M0iAvzb",0.0,1.0,0.0,82,0.0
82,BBC,Wed Jun 06 13:02:05 +0000 2018,From a French novel about the Burundi genocide to a Chilean mystery: add these titles to your book shelf this month… https://t.co/T9AG8kvoPG,0.108,0.892,0.0,83,0.3182
83,BBC,Wed Jun 06 12:21:20 +0000 2018,"RT @BBC_ARoadshow: Fiona discovers more about suffragette Emily Wilding Davison, who died after throwing herself in front of the King's hor…",0.0,0.847,0.153,84,-0.5574
84,BBC,Wed Jun 06 12:03:06 +0000 2018,"Ethan Hawke relives the time when one of his co-stars DIED on stage. #TheGNShow

https://t.co/XIG2Y8OA7m",0.0,0.764,0.236,85,-0.6523
85,BBC,Wed Jun 06 11:02:02 +0000 2018,"In 1993, Steven Spielberg's film Jurassic Park defined dinosaurs for an entire generation... but does it make scien… https://t.co/wLK4pyl9pv",0.0,1.0,0.0,86,0.0
86,BBC,Wed Jun 06 10:01:40 +0000 2018,"RT @BBCSpringwatch: Ever heard a beatboxing starling? 🔊 🔊

#Springwatch https://t.co/NC52eJ4MX0",0.0,1.0,0.0,87,0.0
87,BBC,Wed Jun 06 08:55:39 +0000 2018,RT @bbcthree: Madame Poole has been ballet dancing for an astounding seven decades. #HearHer https://t.co/X6ltLoANl7,0.167,0.833,0.0,88,0.4215
88,BBC,Wed Jun 06 08:55:07 +0000 2018,"RT @BBCFOUR: Here's a sneak preview of our brand new drama #Hidden. Starts Saturday, 9pm, @BBCFour. https://t.co/cibPD1hzr3 https://t.co/te…",0.0,1.0,0.0,89,0.0
89,BBC,Wed Jun 06 08:02:01 +0000 2018,"When Mona began to lose her sight, her 84-year-old husband did something amazing for her... 💅💄❤️️

https://t.co/Qle1eoBU5x",0.177,0.698,0.126,90,0.2732
90,BBC,Wed Jun 06 07:31:01 +0000 2018,"We're all familiar with that sinking, nagging feeling we get when we realise we have made the wrong choice. 😟

But… https://t.co/NPYZY5U43f",0.059,0.711,0.229,91,-0.6486
91,BBC,Wed Jun 06 07:04:04 +0000 2018,"📻🐫🦅🐼🦈 @GregJames has got a new co-host!

Sir David Attenborough becomes a @BBCR1 DJ at 5pm today... 

https://t.co/zHHtjBZZ9v",0.0,1.0,0.0,92,0.0
92,BBC,Tue Jun 05 19:25:03 +0000 2018,"'The problem with plastic is that it never goes away. It doesn't decompose. It defies nature.' 
#WorldEnvironmentDay https://t.co/Tkmj9qXzlK",0.0,0.863,0.137,93,-0.4019
93,BBC,Tue Jun 05 19:02:05 +0000 2018,"#OurGirl is back and heading to Nigeria in the fight against terror. 

Our Girl | 9pm | @BBCOne |… https://t.co/epbhcujexD",0.0,0.727,0.273,94,-0.7184
94,BBC,Tue Jun 05 18:02:06 +0000 2018,"👶🥦 If your child's a fussy eater, here are 5 tips from scientist @Dr_C_Llewellyn. https://t.co/MOhdgXa96t",0.0,1.0,0.0,95,0.0
95,BBC,Tue Jun 05 16:50:46 +0000 2018,RT @BBCTwo: Always wanted to pitch an idea to the stars of #DragonsDen? Well here’s your chance! Reply to this tweet with your best busines…,0.281,0.719,0.0,96,0.8221
96,BBC,Tue Jun 05 16:31:52 +0000 2018,"💔 Fashion designer Kate Spade, 55, has been found dead in her New York apartment.
👉 https://t.co/ku2uHiO0Nh https://t.co/sg40Mjbb12",0.0,0.777,0.223,97,-0.6486
97,BBC,Tue Jun 05 16:00:22 +0000 2018,♻️🗑 These protesters want shops to take more responsibility for the overuse of plastic packaging.… https://t.co/C4YX62DYWU,0.076,0.814,0.11,98,-0.1531
98,BBC,Tue Jun 05 13:01:07 +0000 2018,"❤️😽 This man has vowed to be the best 'cat dad' he can be after finding random kittens under his bed. 
👉… https://t.co/fWsKzfv8s3",0.16,0.84,0.0,99,0.6369
99,BBC,Tue Jun 05 12:00:22 +0000 2018,"😂 These knitted Poldark dolls are the best!
#TheGNShow https://t.co/Mpc1dWzojg",0.36,0.64,0.0,100,0.6696
100,CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.155,0.845,0.0,1,0.5093
101,CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,1.0,0.0,2,0.0
102,CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.18,0.82,0.0,3,0.296
103,CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,1.0,0.0,4,0.0
104,CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.436,0.564,0.0,5,0.9078
105,CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.128,0.872,0.0,6,0.3612
106,CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.176,0.719,0.105,7,0.2732
107,CBS,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.128,0.872,0.0,8,0.3595
108,CBS,Tue Jun 05 22:23:35 +0000 2018,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",0.1,0.723,0.177,9,-0.4404
109,CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.176,0.824,0.0,10,0.4574
110,CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.155,0.845,0.0,11,0.5093
111,CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,1.0,0.0,12,0.0
112,CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,1.0,0.0,13,0.0
113,CBS,Fri Jun 01 17:39:17 +0000 2018,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",0.062,0.807,0.131,14,-0.3903
114,CBS,Fri Jun 01 17:00:03 +0000 2018,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.336,0.664,0.0,15,0.8442
115,CBS,Thu May 31 23:50:00 +0000 2018,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.455,0.545,0.0,16,0.8932
116,CBS,Wed May 30 15:07:34 +0000 2018,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.151,0.849,0.0,17,0.4926
117,CBS,Mon May 28 21:00:01 +0000 2018,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,1.0,0.0,18,0.0
118,CBS,Mon May 28 02:08:19 +0000 2018,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,1.0,0.0,19,0.0
119,CBS,Wed May 23 23:07:38 +0000 2018,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.211,0.789,0.0,20,0.6239
120,CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.155,0.845,0.0,21,0.5093
121,CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,1.0,0.0,22,0.0
122,CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.18,0.82,0.0,23,0.296
123,CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,1.0,0.0,24,0.0
124,CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.436,0.564,0.0,25,0.9078
125,CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.128,0.872,0.0,26,0.3612
126,CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.176,0.719,0.105,27,0.2732
127,CBS,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.128,0.872,0.0,28,0.3595
128,CBS,Tue Jun 05 22:23:35 +0000 2018,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",0.1,0.723,0.177,29,-0.4404
129,CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.176,0.824,0.0,30,0.4574
130,CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.155,0.845,0.0,31,0.5093
131,CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,1.0,0.0,32,0.0
132,CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,1.0,0.0,33,0.0
